phrase,target
The terms and conditions of the Stock Option Scheme 2008 are available on the Company 's internet pages www.sanoma.com ,neutral
It is hand-painted resin with real 14-0 trebles and is 75cm long by 25cm deep from top to bottom of the middle hook ,neutral
"Mr. McDonald started the evening with his own set , featuring hits from his solo career and his Doobie Brothers years and a selection of R&B cover songs that met with mixed results ",neutral
The Board of Directors was authorized to decide on other terms of the share issue ,neutral
Financial details were n't disclosed ,neutral
"According to Finnish FIM Bank , Alpro 's price would be around EUR 100mn-150mn ",neutral
Terms of the acquisition were not disclosed ,neutral
The per-share subscription price of the shares subscribed with the option rights was EUR 1.35 ,neutral
"Products include Consumer Electronics devices such as mobile phones and their accessories , set-top boxes , flat panel TVs as well as System Solutions products such as infrastructure systems , modules and other industrial segment products ",neutral
"The company has the poser , who wants to impress people with the latest handset ",neutral
"Cohen & Steers , Inc. : 5 534 626 shares representing 4.985 % of the share capital and voting rights ",neutral
The investment will be worth approximately EUR 100mn ,neutral
"`` The enterprise value of the Fray Bentos pulp mill and Forestal Oriental totals approximately euro1 .6 billion , '' UPM said ",neutral
"After the restructuring , UPM 's average paper machine capacity in Europe will be 320,000 tons ( 350,000 short tons ) in coated magazine paper and 420,000 tons ( 460,000 short tons ) in coated fine paper ",neutral
Cameco typically prices sales contracts using a 40:60 ratio of fixed prices and spot prices ,neutral
"The payment date is March 25 , 2010 ",neutral
"Currently the Terminator lures are produced in a subcontract facility in Mexico but the manufacturing will be transferred to Rapala 's factory in Shenzhen , China ",neutral
"Salcomp 's charger manufacturing plant in India is located in the Nokia Telecom Park in the state of Tamil Nadu , in the eastern part of India ",neutral
"The cosmetics collection includes an eye shadow , face powder , lip gloss , mascara and accessories ",neutral
Terms were not disclosed ,neutral
"The contract also includes installation work in a new multistorey carpark for close on 1,000 vehicles ",neutral
"The company serves customers in various industries , including process and resources , industrial machinery , architecture , building , construction , electrical , transportation , electronics , chemical , petrochemical , energy , and information technology , as well as catering and households ",neutral
A huge issue for us is the button placement ,neutral
"Barclays Plc ( LSE : BARC ) ( NYSE : BCS ) , Credit Agricole SA ( EPA : ACA ) ( CAGR ",neutral
"In addition , the contract includes modification of the effluent treatment plant at Follum ",neutral
New Novator products are supposed to be exported ,neutral
The Moscow Metro ( www.mosmetro.ru ) was the first metro system in Europe to implement smart cards together with a new type of magnetic card in 1998 ,neutral
"Shareholder 's full name and ID code : - Petri Ailus , born 15.9.1966 For further information , please contact Isto Hantila , CEO , tel. +358 9 591 8342 ",neutral
Investments are not disclosed ,neutral
"With this acquisition the wireless modem unit and its approximately 1,100 employees were transferred to Renesas Electronics Corporation ",neutral
"The company will publish its financial statement for 2008 on February 25 , 2009 ",neutral
"The equipment is designated to Bollore Africa Logistics terminal Societe d'Exploitation du Terminal de Vridi SETV in Abidjan , Ivory Coast and the delivery is scheduled to start in March 2010 ",neutral
More than 80 special events in the three counties during four months were hosted by the library system and its nine branch libraries ,neutral
Renesas Mobile Europe Ltd has approximately 470 employees in Oulu ,neutral
"schwalm ( at ) outotec.com Eila Paatela , Vice President - Corporate Communications tel. +358 20 529 2004 , mobile +358 400 817198 e-mail eila ",neutral
"`` If you need malware removal tools , type the URL of your vendor of choice directly into the browser bar and use links on their website , '' wrote Trend Micro 's Rik Ferguson on Monday ",neutral
The company 's equipment rental portfolio consists primarily of tools for small and mid-sized customers in the construction industry ,neutral
"For 2009 , net profit was EUR3m and the company paid a dividend of EUR1 .30 apiece ",neutral
The business section also includes Ahlstrom 's sustainability report ,neutral
"Stora Enso 's business in North America has annual capacity of about 3 million tons and employs about 4,350 people ",neutral
"Metsaliitto will sell 1.1 million B shares of Neomarkka , accounting for about 18.3 pct of Neomarkka 's equity and about 12.7 pct of the voting rights ",neutral
The server is responsible for managing devices and user accounts and a desktop client application enables remote access to the mobile phones ,neutral
"Ahlstrom 's 5,700 employees serve customers via sales offices and production facilities in more than 20 countries on six continents ",neutral
Boomerang Boats had net sales of EUR 4.1 mn and it made an operating profit of EUR 0.4 mn in 2006 ,neutral
com and possibly also through photo-msn ,neutral
Incap Contract Manufacturing is a subsidiary of Incap Corporation of Finland ,neutral
The mill is concentrating on getting the supercalendered line running satisfactorily before restarting its older newsprint line ,neutral
"The value of the contract is about EUR1 .0 m. Poyry , headquartered in Vantaa , Finland provides consulting and engineering services to the energy , forestry and infrastructure & environment sectors ",neutral
Sanoma announced the Stock Option Scheme 2008 on 19 December 2008 ,neutral
"The study evaluated the safety , tolerability and pharmacokinetics of repeated doses of intravenously administered antibody in 26 patients with active plaque psoriasis ",neutral
"The deal covers Stockmann Auto Oy Ab 's sales and after-sales services concerning Volkswagen and Audi in Helsinki , Espoo and Vantaa ",neutral
The corrected chapter is in its entirety below ,neutral
Basware finances the acquisition with a bank loan ,neutral
"The report goes on to provide detailed profiles of ten leading European specialty chemicals companies , and brief profiles of other major players ",neutral
Production is scheduled to start by the end of April 2007 ,neutral
The plant will collect raw material from the Baltic Sea region ,neutral
"The mill will have capacity to produce 500,000 tonnes of pulp per year ",neutral
"Outotec 's delivery covers the engineering , supply and construction of a circulating fluid bed calcination plant with a capacity of 1,600 tons of alumina per day ",neutral
"In addition , the Kazakh delegation will visit Finland 's SITRA investment fund , Honkarakenne Ltd and Nokia headquarters to study TeliaSonera Ltd JSC 's activities ",neutral
